customer_id,customer_name,gender,age,city,state,customer_segment,acquisition_date
CUST01185,Riya Yadav,Female,31,Surat,Gujarat,Consumer,2025-01-07
CUST01186,Vivaan Saxena,Other,54,Mumbai,Maharashtra,Consumer,2023-08-30
CUST01193,Nikhil Jain,Male,46,Chandigarh,Chandigarh,Consumer,2022-06-10
CUST01196,Isha Singh,Female,45,Bengaluru,Karnataka,Corporate,2025-02-28
CUST01198,Nikhil Malhotra,Male,27,Guwahati,Assam,Corporate,2024-02-12
CUST01200,Pooja Mehta,Female,44,Bengaluru,Karnataka,Corporate,2022-12-10
CUST01201,Vikram Mishra,Female,60,Bhubaneswar,Odisha,Consumer,2024-12-26
CUST01202,Vikram Joshi,Female,32,Indore,Madhya Pradesh,Corporate,2025-02-10
CUST01204,Vikram Yadav,Other,65,Kochi,Kerala,Small Business,2023-04-22
CUST01211,Vivaan Shah,Female,38,Bengaluru,Karnataka,Consumer,2024-11-13
CUST01212,Kavya Agarwal,Male,36,Coimbatore,Tamil Nadu,Consumer,2024-06-22
CUST01217,Kunal Mishra,Female,33,Bhopal,Madhya Pradesh,Consumer,2024-11-03
CUST01225,Aditi Malhotra,Male,32,Surat,Gujarat,Consumer,2023-07-11
CUST01226,Amit Yadav,Male,23,Guwahati,Assam,Consumer,2023-03-31
CUST01228,Rahul Malhotra,Male,45,Guwahati,Assam,Consumer,2024-11-30
CUST01230,Amit Mehta,Male,52,Mumbai,Maharashtra,Small Business,2025-01-12
CUST01232,Riya Kapoor,Female,52,Kochi,Kerala,Consumer,2024-11-06
CUST01237,Isha Gupta,Female,33,Lucknow,Uttar Pradesh,Consumer,2022-01-03
CUST01239,Pooja Joshi,Female,38,Mumbai,Maharashtra,Small Business,2023-05-19
CUST01243,Priya Mehta,Female,37,Guwahati,Assam,Corporate,2022-11-23
CUST01245,Kavya Kapoor,Female,29,Bhubaneswar,Odisha,Consumer,2023-03-21
CUST01252,Vikram Verma,Other,18,Surat,Gujarat,Corporate,2023-12-31
CUST01253,Arjun Kumar,Male,60,Delhi,Delhi,Corporate,2023-06-17
CUST01256,Kunal Sharma,Male,29,Delhi,Delhi,Consumer,2022-01-18
CUST01258,Riya Saxena,Female,22,Nagpur,Maharashtra,Corporate,2023-08-28
CUST01259,Kunal Joshi,Female,37,Bhopal,Madhya Pradesh,Corporate,2022-12-29
CUST01260,Rahul Yadav,Male,23,Coimbatore,Tamil Nadu,Consumer,2025-02-01
CUST01261,Meera Sharma,Male,64,Dehradun,Uttarakhand,Consumer,2022-09-01
CUST01264,Aditya Yadav,Female,40,Kolkata,West Bengal,Corporate,2023-02-25
CUST01266,Nikhil Patel,Male,41,Lucknow,Uttar Pradesh,Consumer,2024-08-13
CUST01270,Rahul Gupta,Female,41,Delhi,Delhi,Consumer,2025-02-06
CUST01274,Sneha Kumar,Male,23,Chennai,Tamil Nadu,Consumer,2023-12-14
CUST01275,Rohan Kapoor,Female,24,Kochi,Kerala,Consumer,2025-03-03
CUST01284,Vivaan Mehta,Male,52,Coimbatore,Tamil Nadu,Consumer,2023-07-01
CUST01288,Aditya Saxena,Male,38,Dehradun,Uttarakhand,Consumer,2024-12-14
CUST01295,Kunal Jain,Male,18,Patna,,Consumer,2023-10-04
CUST01296,Vikram Patel,Female,27,Bhopal,Madhya Pradesh,Small Business,2024-08-12
CUST01301,Amit Saxena,Male,28,Kochi,Kerala,Consumer,2024-02-26
CUST01312,Nikhil Agarwal,Male,42,Pune,Maharashtra,Consumer,2022-11-08
CUST01314,Arjun Chauhan,Male,43,Kolkata,West Bengal,Consumer,2022-10-11
CUST01318,Kavya Agarwal,Female,66,Nagpur,Maharashtra,Consumer,2022-12-16
CUST01319,Amit Srivastava,Male,18,Surat,Gujarat,Consumer,2024-05-21
CUST01320,Riya Mehta,Male,26,Ahmedabad,Gujarat,Consumer,2022-01-26
CUST01321,Aarav Yadav,Male,37,Jaipur,Rajasthan,Consumer,2024-04-17
CUST01330,Vivaan Mehta,Male,47,Pune,Maharashtra,Corporate,2023-01-12
CUST01333,Vivaan Malhotra,Female,36,Surat,Gujarat,Consumer,2022-04-17
CUST01337,Vikram Verma,Female,47,Chennai,Tamil Nadu,Corporate,2024-01-10
CUST01340,Kavya Patel,Male,25,Ahmedabad,Gujarat,Consumer,2022-12-05
CUST01342,Meera Joshi,Female,42,Chandigarh,Chandigarh,Corporate,2024-08-07
CUST01343,Kunal Shah,Male,26,Jaipur,Rajasthan,Consumer,2022-04-30
CUST01354,Kavya Singh,Female,59,Patna,Bihar,Consumer,2022-06-03
CUST01357,Aditi Kapoor,Male,57,Pune,Maharashtra,Consumer,2022-12-18
CUST01363,Riya Singh,Male,18,Pune,Maharashtra,Corporate,2024-05-23
CUST01373,Vikram Patel,Female,31,Surat,Gujarat,Consumer,2022-07-11
CUST01376,Neha Malhotra,Female,46,Guwahati,Assam,Consumer,2022-10-12
CUST01377,Nikhil Saxena,Male,36,Guwahati,Assam,Consumer,2024-12-19
CUST01380,Aditya Patel,Male,43,Bhopal,Madhya Pradesh,Small Business,2022-07-10
CUST01387,Sneha Sharma,Male,27,Nagpur,Maharashtra,Consumer,2023-08-01
CUST01397,Priya Singh,Female,55,Bengaluru,Karnataka,Small Business,2023-02-01
CUST01399,Aarav Gupta,Male,40,Lucknow,Uttar Pradesh,Small Business,2024-03-25
CUST01405,Aditya Kumar,Female,40,Chandigarh,Chandigarh,Consumer,2023-12-11
CUST01409,Nikhil Srivastava,Male,42,Lucknow,Uttar Pradesh,Consumer,2022-10-27
CUST01413,Sneha Malhotra,Male,30,Dehradun,Uttarakhand,Consumer,2024-12-17
CUST01414,Aditya Yadav,Female,18,Coimbatore,Tamil Nadu,Consumer,2022-01-09
CUST01415,Aditya Gupta,Female,36,Nagpur,Maharashtra,Corporate,2023-10-16
CUST01416,Neha Mehta,Female,39,Coimbatore,Tamil Nadu,Corporate,2023-10-25
CUST01419,Rahul Jain,Female,19,Kolkata,West Bengal,Consumer,2022-06-12
CUST01421,Kavya Kumar,Female,40,Patna,Bihar,Corporate,2022-07-27
CUST01423,Kunal Singh,Female,21,Nagpur,Maharashtra,Small Business,2025-01-02
CUST01427,Vikram Verma,Female,18,Chennai,Tamil Nadu,Consumer,2022-07-19
CUST01431,Sneha Srivastava,Male,50,Indore,Madhya Pradesh,Corporate,2023-02-24
CUST01436,Aditya Mehta,Female,45,Jaipur,Rajasthan,Small Business,2024-05-20
CUST01441,Rahul Mishra,Male,23,Coimbatore,Tamil Nadu,Consumer,2024-06-07
CUST01446,Vivaan Shah,Female,46,Lucknow,Uttar Pradesh,Small Business,2024-08-19
CUST01448,Kunal Patel,Male,56,Guwahati,Assam,Consumer,2022-08-18
CUST01452,Nikhil Yadav,Male,43,Lucknow,Uttar Pradesh,Consumer,2025-02-27
CUST01455,Vikram Agarwal,Female,23,Nagpur,Maharashtra,Consumer,2022-02-15
CUST01457,Vivaan Kumar,Female,19,Guwahati,Assam,Consumer,2024-07-27
CUST01458,Vikram Singh,Female,46,Indore,Madhya Pradesh,Small Business,2024-10-08
CUST01460,Rahul Kumar,Female,39,Bhopal,Madhya Pradesh,Consumer,2022-04-01
CUST01461,Arjun Kapoor,Female,47,Coimbatore,Tamil Nadu,Consumer,2023-10-01
CUST01465,Sneha Singh,Female,38,Kolkata,West Bengal,Consumer,2023-01-12
CUST01473,Sneha Sharma,Male,36,Surat,Gujarat,Consumer,2023-07-03
CUST01478,Aditya Kapoor,Female,39,Ahmedabad,Gujarat,Consumer,2023-01-19
CUST01481,Kunal Chauhan,Male,21,Chandigarh,Chandigarh,Corporate,2025-03-14
CUST01485,Aarav Shah,Male,36,Surat,Gujarat,Corporate,2023-03-26
CUST01496,Isha Verma,Male,32,Surat,Gujarat,Corporate,2023-04-30
CUST01497,Sneha Joshi,Male,19,Nagpur,Maharashtra,Consumer,2024-06-03
CUST01505,Nikhil Chauhan,Male,44,Bengaluru,Karnataka,Corporate,2024-10-15
CUST01508,Pooja Mishra,Male,23,Indore,Madhya Pradesh,Consumer,2022-06-06
CUST01511,Vikram Shah,Female,33,Pune,Maharashtra,Corporate,2024-08-06
CUST01524,Rahul Sharma,Male,18,Chandigarh,Chandigarh,Small Business,2022-03-12
CUST01526,Kavya Sharma,Male,47,Delhi,Delhi,Corporate,2024-05-02
CUST01527,Pooja Mishra,Male,29,Pune,Maharashtra,Consumer,2023-07-20
CUST01530,Priya Patel,Female,45,Patna,Bihar,Corporate,2023-06-22
CUST01536,Aditi Agarwal,Male,49,Lucknow,Uttar Pradesh,Consumer,2022-06-24
CUST01544,Riya Sharma,Male,18,Nagpur,Maharashtra,Corporate,2024-11-15
CUST01545,Pooja Gupta,Male,21,Dehradun,Uttarakhand,Corporate,2022-10-03
CUST01547,Neha Joshi,Male,43,Hyderabad,Telangana,Small Business,2022-06-10
CUST01556,Vivaan Gupta,Female,43,Chandigarh,Chandigarh,Consumer,2024-06-16
CUST01557,Rohan Chauhan,Male,40,Bhubaneswar,Odisha,Small Business,2023-10-31
CUST01562,Vivaan Kapoor,Male,28,Dehradun,Uttarakhand,Consumer,2022-03-26
CUST01564,Pooja Kumar,Male,42,Patna,Bihar,Consumer,2023-06-15
CUST01569,Kavya Mishra,Female,52,Patna,Bihar,Consumer,2023-12-30
CUST01577,Vikram Joshi,Male,41,Nagpur,Maharashtra,Consumer,2022-04-28
CUST01580,Ananya Singh,Female,35,Bengaluru,Karnataka,Consumer,2022-02-12
CUST01581,Nikhil Agarwal,Male,27,Mumbai,Maharashtra,Corporate,2023-10-14
CUST01582,Neha Saxena,Male,51,Ludhiana,Punjab,Corporate,2023-01-11
CUST01586,Priya Singh,Female,46,Mumbai,Maharashtra,Corporate,2023-07-29
CUST01589,Neha Saxena,Female,51,Kolkata,West Bengal,Small Business,2024-06-30
CUST01590,Rahul Srivastava,Male,30,Lucknow,Uttar Pradesh,Consumer,2023-03-02
CUST01591,Meera Malhotra,Male,53,Kochi,Kerala,Consumer,2024-11-19
CUST01595,Ananya Gupta,Female,38,Hyderabad,Telangana,Consumer,2022-03-10
CUST01600,Neha Kapoor,Male,31,Hyderabad,Telangana,Consumer,2023-07-16
CUST01603,Riya Singh,Male,42,Kolkata,West Bengal,Corporate,2022-12-09
CUST01604,Rahul Kumar,Male,32,Mumbai,Maharashtra,Corporate,2022-05-01
CUST01607,Rahul Sharma,Male,31,Chandigarh,Chandigarh,Consumer,2022-12-11
CUST01610,Arjun Malhotra,Female,35,Jaipur,Rajasthan,Corporate,2024-10-03
CUST01611,Rahul Malhotra,Male,43,Coimbatore,,Corporate,2022-01-23
CUST01614,Arjun Singh,Male,40,Hyderabad,Telangana,Small Business,2022-06-29
CUST01619,Vikram Singh,Female,42,Jaipur,Rajasthan,Small Business,2024-07-02
CUST01620,Nikhil Gupta,Male,45,Guwahati,Assam,Consumer,2023-01-26
CUST01622,Arjun Singh,Male,25,Lucknow,Uttar Pradesh,Small Business,2023-01-31
CUST01630,Neha Mishra,Male,51,Jaipur,Rajasthan,Small Business,2022-10-13
CUST01632,Nikhil Yadav,Female,36,Bhubaneswar,Odisha,Corporate,2022-02-02
CUST01638,Vikram Kumar,Male,43,Bengaluru,Karnataka,Consumer,2023-08-29
CUST01640,Aditi Mehta,Female,25,Mumbai,Maharashtra,Small Business,2023-06-07
CUST01641,Kavya Yadav,Female,36,Hyderabad,Telangana,Consumer,2024-03-29
CUST01643,Arjun Kumar,Male,45,Surat,Gujarat,Small Business,2023-12-13
CUST01650,Vikram Agarwal,Female,25,Kolkata,West Bengal,Consumer,2024-02-16
CUST01659,Rohan Mishra,Female,42,Kolkata,West Bengal,Consumer,2022-01-31
CUST01663,Riya Mishra,Male,32,Ludhiana,Punjab,Consumer,2022-10-11
CUST01665,Sneha Singh,Male,18,Bhopal,Madhya Pradesh,Corporate,2025-03-28
CUST01671,Riya Malhotra,Female,43,Kochi,Kerala,Consumer,2023-08-16
CUST01673,Ananya Gupta,Female,55,Dehradun,Uttarakhand,Corporate,2024-04-08
CUST01678,Aditi Verma,Female,37,Surat,Gujarat,Corporate,2024-10-12
CUST01682,Amit Malhotra,Female,21,Lucknow,Uttar Pradesh,Consumer,2023-01-16
CUST01683,Amit Mehta,Female,52,Lucknow,Uttar Pradesh,Corporate,2023-11-30
CUST01695,Rohan Saxena,Male,34,Chandigarh,Chandigarh,Small Business,2022-07-26
CUST01696,Aditi Mehta,Male,26,Hyderabad,Telangana,Consumer,2024-06-24
CUST01700,Vikram Joshi,Male,31,Guwahati,Assam,Consumer,2022-02-03
CUST01706,Isha Mishra,Female,51,Kolkata,West Bengal,Consumer,2024-02-10
CUST01709,Isha Srivastava,Female,150,Dehradun,Uttarakhand,Consumer,2022-05-08
CUST01712,Meera Kapoor,Female,34,Indore,Madhya Pradesh,Consumer,2024-09-21
CUST01715,Pooja Mehta,Male,35,Chennai,Tamil Nadu,Consumer,2025-04-07
CUST01721,Neha Verma,Female,50,Delhi,Delhi,Consumer,2023-02-01
CUST01725,Isha Sharma,Female,32,Bhopal,Madhya Pradesh,Corporate,2024-06-18
CUST01726,Pooja Verma,Female,40,Coimbatore,Tamil Nadu,Consumer,2025-04-13
CUST01730,Aditya Shah,Female,30,Jaipur,Rajasthan,Small Business,2024-03-29
CUST01742,Sneha Jain,Female,49,Kochi,Kerala,Corporate,2024-11-20
CUST01747,Pooja Joshi,Female,34,Guwahati,Assam,Small Business,2022-01-17
CUST01749,Vikram Joshi,Male,31,Coimbatore,Tamil Nadu,Consumer,2023-01-21
CUST01752,Aarav Yadav,Male,18,Bhubaneswar,Odisha,Consumer,2022-07-01
CUST01760,Priya Jain,Male,34,Nagpur,Maharashtra,Consumer,2025-02-07
CUST01766,Kavya Gupta,Male,37,Patna,Bihar,Small Business,2023-07-13
CUST01776,Sneha Verma,Female,45,Jaipur,Rajasthan,Small Business,2024-10-29
CUST01777,Ananya Agarwal,Female,43,Pune,Maharashtra,Consumer,2022-05-04
CUST01781,Vikram Sharma,Female,35,Delhi,Delhi,Consumer,2022-04-19
CUST01782,Kunal Agarwal,Male,48,Pune,Maharashtra,Small Business,2024-11-22
CUST01786,Isha Yadav,Male,24,Dehradun,Uttarakhand,Corporate,2025-01-23
CUST01797,Nikhil Kapoor,Female,34,Guwahati,Assam,Small Business,2024-02-02
CUST01798,Aarav Malhotra,Male,41,Ludhiana,Punjab,Consumer,2024-02-07
CUST01799,Sneha Srivastava,Female,42,Indore,Madhya Pradesh,Corporate,2024-10-22
CUST01806,Nikhil Kumar,Female,40,Lucknow,Uttar Pradesh,Small Business,2022-05-14
CUST01808,Rahul Malhotra,Female,18,Indore,Madhya Pradesh,Consumer,2022-12-07
CUST01813,Rohan Malhotra,Female,44,Chennai,Tamil Nadu,Consumer,2025-01-02
CUST01819,Aditya Verma,Female,48,Jaipur,Rajasthan,Consumer,2024-06-17
CUST01820,Arjun Kapoor,Female,33,Mumbai,Maharashtra,Small Business,2024-02-01
CUST01821,Aarav Kapoor,Female,47,Mumbai,Maharashtra,Consumer,2024-11-16
CUST01824,Meera Kumar,Female,46,Bhubaneswar,Odisha,Small Business,2022-09-23
CUST01828,Neha Shah,Female,38,Guwahati,Assam,Corporate,2022-12-29
CUST01842,Nikhil Yadav,Male,36,Jaipur,Rajasthan,Corporate,2022-05-22
CUST01847,Aditya Verma,Female,54,Ahmedabad,Gujarat,Small Business,2023-03-23
CUST01851,Riya Sharma,Female,36,Delhi,Delhi,Consumer,2023-12-27
CUST01852,Kavya Gupta,Female,34,Dehradun,Uttarakhand,Consumer,2022-03-08
CUST01858,Nikhil Agarwal,Male,28,Nagpur,Maharashtra,Consumer,2024-09-14
CUST01860,Sneha Singh,Female,41,Kochi,Kerala,Corporate,2024-03-09
CUST01862,Kunal Verma,Female,64,Mumbai,Maharashtra,Corporate,2023-05-05
CUST01868,Aditya Srivastava,Female,41,Kochi,Kerala,Small Business,2024-11-19
CUST01869,Amit Saxena,Female,23,Lucknow,Uttar Pradesh,Consumer,2024-04-21
CUST01871,Neha Gupta,Male,48,Lucknow,Uttar Pradesh,Consumer,2022-04-30
CUST01873,Arjun Agarwal,Female,42,Bengaluru,Karnataka,Corporate,2024-01-29
CUST01874,Isha Chauhan,Female,18,Patna,,Consumer,2023-11-19
CUST01880,Kavya Singh,Female,18,Jaipur,Rajasthan,Consumer,2024-01-03
CUST01881,Ananya Kapoor,Male,47,Ahmedabad,Gujarat,Consumer,2024-10-16
CUST01882,Nikhil Shah,Female,45,Dehradun,Uttarakhand,Consumer,2022-10-30
CUST01883,Aditya Agarwal,Male,38,Chandigarh,Chandigarh,Consumer,2024-04-12
CUST01885,Arjun Singh,Male,55,Bengaluru,Karnataka,Consumer,2025-01-01
CUST01886,Aditi Chauhan,Female,62,Chandigarh,Chandigarh,Corporate,2025-03-17
CUST01889,Aditya Mishra,Male,29,Delhi,Delhi,Consumer,2024-11-08
CUST01891,Kunal Yadav,Female,40,Ludhiana,Punjab,Consumer,2022-12-15
CUST01895,Isha Jain,Female,38,Jaipur,Rajasthan,Consumer,2024-02-18
CUST01906,Vikram Shah,Male,37,Dehradun,Uttarakhand,Consumer,2022-01-25
CUST01910,Neha Sharma,Female,36,Patna,Bihar,Corporate,2024-09-23
CUST01911,Vivaan Sharma,Male,28,Delhi,Delhi,Consumer,2025-04-10
CUST01912,Sneha Gupta,Male,22,Bhubaneswar,Odisha,Consumer,2023-04-19
CUST01918,Ananya Mishra,Female,30,Indore,Madhya Pradesh,Small Business,2024-03-25
CUST01919,Vivaan Mehta,Male,30,Surat,Gujarat,Corporate,2023-01-03
CUST01920,Sneha Kumar,Male,38,Bhopal,Madhya Pradesh,Small Business,2023-09-21
CUST01924,Aditya Mehta,Male,42,Surat,Gujarat,Consumer,2023-10-10
CUST01926,Aarav Singh,Female,31,Jaipur,Rajasthan,Small Business,2022-10-27
CUST01937,Priya Gupta,Female,18,Ahmedabad,Gujarat,Consumer,2022-12-17
CUST01939,Priya Verma,Female,29,Guwahati,Assam,Corporate,2023-02-24
CUST01944,Aarav Agarwal,Female,45,Lucknow,Uttar Pradesh,Small Business,2024-04-20
CUST01945,Sneha Agarwal,Female,45,Ahmedabad,Gujarat,Corporate,2022-03-28
CUST01946,Isha Saxena,Female,32,Jaipur,Rajasthan,Consumer,2024-09-10
CUST01954,Neha Kumar,Female,18,Indore,Madhya Pradesh,Corporate,2024-03-12
CUST01963,Neha Mehta,Male,36,Chandigarh,Chandigarh,Small Business,2024-04-05
CUST01972,Pooja Yadav,Male,45,Patna,Bihar,Consumer,2023-04-12
CUST01977,Riya Kapoor,Male,37,Patna,Bihar,Corporate,2022-03-04
CUST01985,Kunal Patel,Male,33,Chennai,Tamil Nadu,Consumer,2023-01-26
CUST01987,Sneha Verma,Female,27,Kolkata,West Bengal,Consumer,2023-11-17
CUST01988,Amit Yadav,Male,18,Ludhiana,Punjab,Corporate,2023-09-19
CUST01992,Kunal Mishra,Other,49,Surat,Gujarat,Corporate,2023-05-31
CUST01993,Riya Srivastava,Male,46,Mumbai,Maharashtra,Corporate,2024-01-08
CUST01994,Vivaan Singh,Male,150,Chennai,Tamil Nadu,Small Business,2022-07-03
CUST02000,Aditi Singh,Female,33,Mumbai,Maharashtra,Small Business,2023-06-12
CUST02006,Vivaan Sharma,Male,44,Jaipur,Rajasthan,Consumer,2023-04-26
CUST02007,Kunal Mehta,Female,20,Surat,Gujarat,Consumer,2022-02-23
CUST02009,Arjun Sharma,Male,31,Coimbatore,Tamil Nadu,Consumer,2022-07-08
CUST02010,Sneha Chauhan,Male,24,Bengaluru,Karnataka,Consumer,2023-04-15
CUST02013,Pooja Kumar,Male,48,Chandigarh,Chandigarh,Corporate,2022-04-09
CUST02014,Ananya Agarwal,Female,26,Patna,Bihar,Small Business,2022-03-24
CUST02019,Aditya Jain,Male,38,Hyderabad,Telangana,Consumer,2023-06-06
CUST02024,Sneha Gupta,Female,25,Bengaluru,Karnataka,Consumer,2024-04-03
CUST02028,Isha Srivastava,Female,42,Patna,Bihar,Consumer,2024-10-28
CUST02029,Aarav Mishra,Male,37,Bhopal,Madhya Pradesh,Corporate,2024-03-18
CUST02031,Rohan Mishra,Female,28,Nagpur,Maharashtra,Small Business,2023-07-16
CUST02032,Aarav Sharma,Female,22,Chandigarh,Chandigarh,Small Business,2023-04-13
CUST02040,Pooja Srivastava,Male,38,Surat,Gujarat,Consumer,2022-02-04
CUST02042,Aditi Saxena,Female,34,Bhubaneswar,Odisha,Corporate,2024-03-16
CUST02043,Kunal Kapoor,Female,48,Kochi,Kerala,Consumer,2022-06-30
CUST02045,Rohan Sharma,Male,29,Mumbai,Maharashtra,Corporate,2025-02-28
CUST02046,Meera Kumar,Male,33,Guwahati,Assam,Consumer,2024-07-24
CUST02051,Isha Kapoor,Male,37,Chandigarh,Chandigarh,Consumer,2025-02-17
CUST02060,Aditi Mishra,Male,45,Ahmedabad,Gujarat,Corporate,2023-12-01
CUST02063,Nikhil Sharma,Male,21,Chandigarh,Chandigarh,Corporate,2023-02-06
CUST02064,Aditi Shah,Male,31,Hyderabad,Telangana,Corporate,2025-02-06
CUST02065,Nikhil Gupta,Female,41,Nagpur,Maharashtra,Consumer,2022-01-18
CUST02071,Vivaan Gupta,Female,69,Ludhiana,Punjab,Corporate,2023-04-15
CUST02074,Priya Srivastava,Female,40,Pune,Maharashtra,Consumer,2024-02-01
CUST02077,Aditya Chauhan,Female,37,Indore,Madhya Pradesh,Corporate,2023-07-16
CUST02079,Riya Verma,Male,50,Dehradun,Uttarakhand,Consumer,2024-02-05
CUST02080,Kavya Saxena,Female,34,Jaipur,Rajasthan,Corporate,2023-06-20
CUST02084,Rohan Mishra,Female,45,Chennai,Tamil Nadu,Corporate,2022-09-27
CUST02085,Aditya Mehta,Male,40,Jaipur,Rajasthan,Consumer,2023-06-25
CUST02094,Isha Verma,Female,53,Ludhiana,Punjab,Consumer,2023-05-10
CUST02110,Vikram Verma,Male,26,Mumbai,Maharashtra,Consumer,2023-12-31
CUST02111,Priya Gupta,Male,32,Mumbai,Maharashtra,Consumer,2022-09-12
CUST02116,Isha Kumar,Male,32,Ludhiana,Punjab,Consumer,2025-03-06
CUST02125,Amit Chauhan,Female,150,Kochi,Kerala,Consumer,2022-05-25
CUST02127,Isha Gupta,Female,38,Mumbai,Maharashtra,Consumer,2025-02-06
CUST02129,Arjun Shah,Female,22,Delhi,Delhi,Corporate,2024-10-25
CUST02131,Arjun Kumar,Male,48,Hyderabad,Telangana,Consumer,2024-05-28
CUST02132,Kunal Mehta,Male,30,Guwahati,Assam,Consumer,2023-01-25
CUST02138,Riya Joshi,Male,28,Lucknow,Uttar Pradesh,Consumer,2024-09-03
CUST02139,Riya Mehta,Male,64,Bhopal,Madhya Pradesh,Small Business,2022-05-12
CUST02141,Neha Shah,Female,21,Hyderabad,Telangana,Small Business,2022-02-27
CUST02145,Vivaan Verma,Female,25,Pune,Maharashtra,Consumer,2023-11-12
CUST02152,Arjun Mehta,Female,30,Pune,Maharashtra,Consumer,2023-05-09
CUST02154,Aditya Yadav,Female,44,Bhopal,Madhya Pradesh,Corporate,2025-04-09
CUST02157,Aditi Gupta,Female,30,Surat,Gujarat,Consumer,2022-07-07
CUST02159,Nikhil Singh,Male,40,Coimbatore,Tamil Nadu,Consumer,2024-03-22
CUST02160,Amit Gupta,Female,39,Pune,Maharashtra,Consumer,2022-02-12
CUST02161,Meera Shah,Male,46,Coimbatore,Tamil Nadu,Small Business,2023-07-07
CUST02162,Kunal Kumar,Female,21,Dehradun,Uttarakhand,Consumer,2023-01-21
CUST02165,Priya Kumar,Male,46,Patna,Bihar,Consumer,2023-07-21
CUST02167,Vivaan Joshi,Female,34,Mumbai,Maharashtra,Corporate,2022-08-30
CUST02173,Aditya Srivastava,Female,51,Guwahati,Assam,Corporate,2022-09-04
CUST02174,Arjun Saxena,Male,40,Kochi,Kerala,Consumer,2022-12-04
CUST02176,Aditya Agarwal,Female,35,Kochi,Kerala,Consumer,2022-06-15
CUST02178,Aditya Mehta,Female,28,Indore,Madhya Pradesh,Corporate,2022-06-24
CUST02180,Amit Srivastava,Male,28,Indore,Madhya Pradesh,Consumer,2023-01-02
CUST02184,Ananya Yadav,Female,41,Chennai,Tamil Nadu,Consumer,2023-05-11
CUST02187,Sneha Mishra,Male,18,Mumbai,Maharashtra,Consumer,2024-05-05
CUST02188,Pooja Mishra,Female,18,Dehradun,,Consumer,2025-02-12
CUST02193,Rohan Jain,Female,42,Mumbai,Maharashtra,Consumer,2022-04-29
CUST02198,Meera Singh,Female,48,Kolkata,West Bengal,Corporate,2022-11-27
CUST02201,Aditya Jain,Other,37,Ahmedabad,Gujarat,Consumer,2023-07-02
CUST02206,Isha Malhotra,Female,31,Coimbatore,Tamil Nadu,Corporate,2024-02-07
CUST02209,Riya Malhotra,Male,24,Dehradun,Uttarakhand,Corporate,2025-04-07
CUST02216,Arjun Verma,Female,27,Ahmedabad,Gujarat,Consumer,2024-04-11
CUST02217,Pooja Gupta,Female,18,Surat,Gujarat,Corporate,2024-06-05
CUST02228,Kunal Kapoor,Female,43,Patna,Bihar,Consumer,2024-12-31
CUST02229,Ananya Patel,Male,40,Mumbai,Maharashtra,Consumer,2024-01-05
CUST02235,Pooja Jain,Male,18,Nagpur,Maharashtra,Corporate,2024-04-22
CUST02236,Priya Joshi,Female,37,Coimbatore,Tamil Nadu,Consumer,2022-05-14
CUST02242,Arjun Shah,Female,36,Chennai,Tamil Nadu,Corporate,2024-06-26
CUST02246,Priya Jain,Female,22,Kolkata,West Bengal,Consumer,2022-09-29
CUST02250,Pooja Yadav,Male,32,Surat,Gujarat,Corporate,2024-08-08
CUST02251,Meera Shah,Male,61,Bhopal,Madhya Pradesh,Consumer,2022-03-05
CUST02262,Kavya Agarwal,Female,34,Guwahati,Assam,Corporate,2022-05-05
CUST02265,Sneha Gupta,Female,39,Jaipur,Rajasthan,Consumer,2024-01-26
CUST02266,Aditya Joshi,Male,41,Jaipur,Rajasthan,Consumer,2025-02-24
CUST02269,Aarav Jain,Male,39,Jaipur,Rajasthan,Corporate,2024-12-15
CUST02275,Riya Kumar,Female,42,Chandigarh,Chandigarh,Small Business,2022-01-26
CUST02279,Aditya Malhotra,Female,150,Ahmedabad,Gujarat,Small Business,2024-07-06
CUST02280,Pooja Malhotra,Female,47,Chennai,Tamil Nadu,Consumer,2022-03-29
CUST02282,Nikhil Verma,Female,35,Pune,Maharashtra,Consumer,2023-02-25
CUST02284,Riya Chauhan,Female,34,Coimbatore,Tamil Nadu,Consumer,2022-06-01
CUST02285,Aditya Malhotra,Female,46,Chennai,Tamil Nadu,Small Business,2025-04-01
CUST02286,Aarav Mehta,Male,18,Kolkata,West Bengal,Small Business,2023-05-02
CUST02290,Pooja Chauhan,Male,20,Surat,Gujarat,Consumer,2022-12-24
CUST02291,Vivaan Verma,Female,31,Ahmedabad,Gujarat,Consumer,2023-06-28
CUST02296,Priya Shah,Female,23,Coimbatore,Tamil Nadu,Consumer,2024-04-17
CUST02305,Isha Chauhan,Male,30,Patna,Bihar,Consumer,2022-11-30
CUST02307,Vikram Saxena,Female,28,Pune,Maharashtra,Consumer,2024-01-05
CUST02314,Nikhil Agarwal,Female,33,Delhi,Delhi,Consumer,2023-08-23
CUST02315,Rohan Yadav,Male,33,Ludhiana,Punjab,Consumer,2024-10-09
CUST02321,Aditya Mishra,Female,29,Jaipur,Rajasthan,Small Business,2022-10-31
CUST02336,Meera Srivastava,Male,21,Bhopal,Madhya Pradesh,Corporate,2024-07-04
CUST02340,Rahul Saxena,Male,36,Jaipur,Rajasthan,Corporate,2024-01-30
CUST02345,Aditi Shah,Female,38,Nagpur,Maharashtra,Small Business,2023-04-26
CUST02348,Vikram Shah,Male,42,Kochi,Kerala,Consumer,2023-12-09
